id,target
0,399.27442607254363
1,786.8661369120963
2,747.3713390172928
3,1090.668170811683
4,1356.8014028648513
5,978.1368969876679
6,59.38169272616031
7,979.8299811882562
8,1284.891534211695
9,56.776208337719424
10,1535.07112655066
11,249.44300253928668
12,139.17095008045442
13,37.566475119031566
14,39.26062827548154
15,85.19849930791399
16,455.4689661289218
17,845.939386506943
18,238.68043841331325
19,23.012040262653226
20,264.87803855722296
21,240.42927461862777
22,1284.465669268628
23,1090.1372399855782
24,29.961964315440387
25,986.9123392255489
26,105.35179218184993
27,829.7037134790601
28,1197.4197578732196
29,1474.6722804338078
30,77.47696382941082
31,67.04708550051701
32,492.26739548513524
33,1153.3372697197717
34,431.1835542502421
35,53.172266409056874
36,1344.7977382660515
37,16.9855239282128
38,31.08819354420409
39,1430.5529202423425
40,1697.4058374106946
41,910.7900009536736
42,69.64385731741287
43,363.3675568757391
44,1490.7304596745164
45,1505.1773023148457
46,855.1788278049372
47,443.58933601715574
48,520.2991649839072
49,1220.409172359018
50,884.9977395475065
51,280.91055896242216
52,868.7470921787714
53,66.73740611538109
54,1399.800631561283
55,517.4862088091612
56,1640.0338686184377
57,374.3799471574346
58,204.820168847442
59,1224.165097414969
60,341.0703274205072
61,34.23931615231793
62,81.8097553550991
63,1038.521022026423
64,1092.369211779838
65,55.28413314574693
66,40.06611112306138
67,984.8529156830941
68,1703.4878542964136
69,1737.371716217955
70,503.5804379650966
71,16.901396637581104
72,27.71975734516981
73,1099.5487506783952
74,44.38893560484102
75,24.430639931401746
76,48.03114433068704
77,1086.455185760879
78,44.275195340821305
79,387.43602939272347
80,48.799802549712844
81,1756.144218669925
82,149.13227958476784
83,50.75022066808258
84,26.393564971568814
85,97.82459792254298
86,465.231666084817
87,37.66516785633911
88,405.84299080730705
89,776.6298610895556
90,1199.3239451879838
91,39.65188660239383
92,1142.0281249620525
93,1244.2970879067657
94,779.9149699998899
95,858.8242664332332
96,1595.7110808798566
97,37.27853422641467
98,1519.551555450358
99,1038.5000480990568
100,63.859289320766756
101,649.0746276746727
102,193.6725537999322
103,1479.56459570531
104,62.97657782536647
105,66.90595940449268
106,61.17106627006557
107,530.3737501068132
108,970.7561550905193
109,24.14255337921095
110,1083.5507455589802
111,82.1013998517394
112,1316.3265848677909
113,1288.8963748098781
114,42.567970069870476
115,27.721527459149343
116,457.114072994476
117,429.08998666736045
118,1138.6755683776848
119,1217.082366313031
120,271.2496603908375
121,47.199004177620594
122,851.3806263354635
123,103.06927034100922
124,643.8275269446382
125,32.305752525601704
126,1106.667481971223
127,596.4455013882047
128,28.36172387497008
129,962.5797419394451
130,1377.3578696041197
131,1340.4520651107612
132,62.7200183670439
133,1657.4550164231705
134,1115.9423830343117
135,1728.405243181256
136,1433.8016754772532
137,1149.7400461206237
138,1161.4279950515083
139,946.7643529523168
140,993.2281609771709
141,1681.8291291831974
142,32.91813904900153
143,525.4693701382472
144,1238.863326555281
145,28.67936218453276
146,30.411090342190676
147,93.15583172727341
148,541.0313623606309
149,165.75225036288268
150,2026.9265088247832
151,1387.7360197007754
152,299.96863928979656
153,822.844823067948
154,52.30540538899834
155,1361.9547471040942
156,39.215487992284935
157,1337.2945857800062
158,934.622618875676
159,691.4316284316426
160,1642.09468832381
161,440.24559851438397
162,22.17706224846515
163,38.81905947590164
164,1275.968986000166
165,73.41807241306927
166,88.11159996412165
167,191.81688130672723
168,64.1639306487327
169,1334.788096366574
170,332.57636629838214
171,155.64556666533414
172,1487.597744489444
173,85.01133455439603
174,455.5992799071523
175,200.35906741954818
176,53.27113825707497
177,610.1521684087933
178,1259.644321582633
179,1050.2086501511878
180,25.017917159793797
181,1652.392232929391
182,82.84311582929296
183,51.33283697845812
184,64.85778676646358
185,1666.0489020260352
186,1386.8017348124047
187,954.7107665127108
188,1083.5507455589802
189,44.950652272556084
190,47.195286498028445
191,46.60639126235818
192,188.92278972211997
193,234.88610284901756
194,1196.957414723553
195,816.6942503158401
196,747.3488143257536
197,914.599273093413
198,32.70706909138255
199,121.06565925329048
200,30.986122931585122
201,116.98971132681606
202,1455.0981953620085
203,868.0411258149528
204,41.87334208606403
205,88.1024971276132
206,24.748821995932712
207,1170.0537441716617
208,1583.7117833154425
209,26.87424177106414
210,1153.05498059922
211,31.62180551716465
212,1025.9178918923637
213,1038.9130780406654
214,663.7467074522827
215,974.9150493372206
216,25.842642872389142
217,72.98231383648401
218,169.36087255778693
219,274.2007615608442
220,654.6873632822535
221,890.280525047538
222,336.3036945680167
223,44.80815761258666
224,35.29515139635745
225,616.193008424782
226,977.4761860647113
227,413.55902417389046
228,109.28774707953237
229,1729.1059666534588
230,934.7973793366218
231,615.9196840986257
232,148.62741861081147
233,365.1162769779886
234,27.398772292521397
235,315.396679156652
236,20.69223296671825
237,1174.837191320178
238,594.1951593809107
239,378.98316225457086
240,1523.9954149157752
241,246.72290855314975
242,78.27086163656382
243,22.49039251592964
244,319.9418737384493
245,31.909511871489958
246,1123.459039441404
247,502.3550451026171
248,33.64613817696307
249,58.240129746231965
250,83.63002218483722
251,104.21186120770551
252,104.02965908459741
253,1129.0684387740082
254,420.90864376523575
255,65.57344943414437
256,1062.3030843960019
257,1050.2086501511878
258,194.61827041234199
259,1493.5442194018324
260,21.371188287626538
261,650.686742085693
262,576.432650654214
263,50.35246227230554
264,653.4142074543727
